Year,Season,District,Paddy_Variety,Pest,Incidence_percent,Severity,Paddy_Age_Stage,Paddy_Age_Days,How_to_Reduce,Recommended_Fertilizers,Symptoms,How_to_Identify,Weather_Conditions,Soil_Conditions,Avg_Temp_C,Rainfall_mm,Humidity_%,Soil_pH,Soil_Moisture_%,Soil_Type,Organic_Matter_%
2020,Maha,Kurunegala,BG 358,Brown Planthopper (BPH),23.2,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",25.98624583,266.3508237,84.03463615,5.67,75.58955627,Lateritic Soil,2.000846642
2020,Maha,Kurunegala,Bg 94-1,Brown Planthopper (BPH),5.2,Low,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",29.98084667,222.7813805,88.00083578,6.1,63.38030493,Reddish Brown Earth,2.392493018
2020,Maha,Kurunegala,Suwandel,Paddy Bug,6.2,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.65618456,292.5144657,83.41678237,5.72,75.49308017,Lateritic Soil,3.802175847
2020,Maha,Kurunegala,At 303,Paddy Bug,17.4,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,28.0828529,291.4905524,75.88366712,5.65,60.43787093,Lateritic Soil,2.875243696
2020,Maha,Kurunegala,At 303,Rice Gall Midge,21.9,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,28.69266112,346.5493135,75.04503902,5.24,63.37531254,Lateritic Soil,2.714392174
2020,Maha,Kurunegala,Suwandel,Rice Leaf-folder,11.6,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",29.3885678,319.4303493,86.71476476,5.66,63.17872252,Lateritic Soil,2.560303143
2020,Maha,Kurunegala,BG 358,Rice Leaf-folder,5,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",26.39235632,293.2889083,85.11317929,6.22,82.34739067,Reddish Brown Earth,3.729396556
2020,Maha,Kurunegala,Bg 94-1,Rice Leaf-folder,13.9,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",27.3978401,298.6739407,86.76175665,5.8,78.41852957,Lateritic Soil,3.4322133
2020,Maha,Kurunegala,Suwandel,Sheath Blight,1.5,Low,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",27.68008882,209.6765267,86.95609273,5.03,83.40856928,Lateritic Soil,2.810535863
2020,Maha,Kurunegala,BG 358,Sheath Blight,28.5,High,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",28.89029687,344.3138867,81.23322922,5.23,82.41768654,Lateritic Soil,2.33164241
2020,Maha,Kurunegala,Bg 94-1,Sheath Blight,17.5,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",25.24038567,310.9014695,86.93982528,6.02,66.5159006,Reddish Brown Earth,3.754791964
2020,Maha,Kurunegala,At 303,Sheath Blight,9.2,Low,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",26.69996384,279.2842868,82.89093398,5.18,80.53142226,Lateritic Soil,3.111730493
2020,Maha,Polonnaruwa,Suwandel,Brown Planthopper (BPH),18.6,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",29.80210932,218.3032329,75.61038345,6.74,74.56338567,Alluvial Soil,3.687448077
2020,Maha,Polonnaruwa,Bg 94-1,Brown Planthopper (BPH),16.3,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",26.01784877,202.3778098,77.23532927,6.2,71.22099732,Reddish Brown Earth,3.971905857
2020,Maha,Polonnaruwa,At 303,Brown Planthopper (BPH),18.8,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",29.81820477,239.7765576,78.50021873,6.51,74.53233783,Alluvial Soil,2.72198353
2020,Maha,Polonnaruwa,Suwandel,Paddy Bug,9.9,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,25.73280995,240.3068571,75.73661018,6.6,60.76196874,Alluvial Soil,2.387656794
2020,Maha,Polonnaruwa,BG 358,Paddy Bug,3.2,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,26.86848515,200.9175544,79.63134394,7.33,65.33079836,Alluvial Soil,2.620390446
2020,Maha,Polonnaruwa,Bg 94-1,Paddy Bug,18,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.30795846,232.1933856,77.35287584,6.67,64.29707356,Reddish Brown Earth,3.922025867
2020,Maha,Polonnaruwa,Suwandel,Rice Gall Midge,6.9,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,29.29657859,252.4068838,76.90007346,6.72,77.59181369,Reddish Brown Earth,2.285462901
2020,Maha,Polonnaruwa,Bg 94-1,Rice Gall Midge,22.5,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,27.39518521,251.564234,76.78167619,6.29,64.4545172,Reddish Brown Earth,2.485405914
2020,Maha,Polonnaruwa,BG 358,Rice Leaf-folder,1.4,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",29.71926408,219.6450142,76.59308579,7.36,66.54258424,Alluvial Soil,2.913540271
2020,Maha,Polonnaruwa,At 303,Rice Leaf-folder,7.8,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",26.06824217,242.5089978,80.49042572,6.59,74.82010253,Alluvial Soil,3.27303299
2020,Maha,Polonnaruwa,BG 358,Sheath Blight,13.8,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",28.62355421,302.3524729,89.05405794,6.4,76.08733556,Reddish Brown Earth,2.958105556
2020,Maha,Polonnaruwa,At 303,Sheath Blight,21.5,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",29.73278265,212.8551776,89.67422694,7.4,66.62081617,Alluvial Soil,3.825507428
2020,Yala,Anuradhapura,Suwandel,Brown Planthopper (BPH),11.1,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",32.50291362,144.1125815,75.27117362,6.62,63.17211501,Reddish Brown Earth,3.09169033
2020,Yala,Anuradhapura,At 303,Brown Planthopper (BPH),9.7,Low,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",30.3969458,113.2206602,71.11886445,5.99,79.79561229,Low Humic Gley,3.538015657
2020,Yala,Anuradhapura,Suwandel,Paddy Bug,10.3,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.61376483,98.7115166,71.23365228,5.91,76.16703802,Low Humic Gley,3.829244212
2020,Yala,Anuradhapura,BG 358,Paddy Bug,18.7,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.21162292,118.4788378,69.68262688,5.79,65.3766274,Low Humic Gley,2.204416587
2020,Yala,Anuradhapura,Bg 94-1,Paddy Bug,13.4,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,30.81234716,126.5808448,68.40848698,6.87,67.60691272,Reddish Brown Earth,2.483082584
2020,Yala,Anuradhapura,BG 358,Rice Gall Midge,12.9,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,32.6359976,138.2850885,68.61112619,6.45,60.42263626,Low Humic Gley,2.385829457
2020,Yala,Anuradhapura,Bg 94-1,Rice Gall Midge,22.3,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,33.93545654,90.8594709,72.08254168,6.14,76.83877779,Reddish Brown Earth,3.725590318
2020,Yala,Anuradhapura,At 303,Rice Gall Midge,23.9,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,33.43865479,76.10575292,66.89979136,6.3,82.64993447,Low Humic Gley,3.018747748
2020,Yala,Anuradhapura,BG 358,Rice Leaf-folder,11.1,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",31.64115923,100.1363569,69.25659408,5.94,81.86542158,Low Humic Gley,3.805000736
2020,Yala,Anuradhapura,At 303,Rice Leaf-folder,6.9,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",29.58664716,111.4162784,69.29169274,6.89,64.59114715,Reddish Brown Earth,3.6649269
2020,Yala,Anuradhapura,Suwandel,Sheath Blight,18.8,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",32.31730131,95.31928831,73.21926502,6.05,77.9854018,Low Humic Gley,3.651559323
2020,Yala,Anuradhapura,Bg 94-1,Sheath Blight,17,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",28.07172899,116.8762832,68.62012635,6.76,68.94955518,Reddish Brown Earth,3.551840088
2020,Yala,Hambantota,Suwandel,Brown Planthopper (BPH),17.8,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",33.99616803,101.5536503,69.64865379,6.87,61.67516438,Reddish Brown Earth,2.223022251
2020,Yala,Hambantota,BG 358,Brown Planthopper (BPH),22.5,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",30.09294133,134.8129528,70.64989402,6.18,71.292676,Reddish Brown Earth,3.069443883
2020,Yala,Hambantota,At 303,Brown Planthopper (BPH),2.6,Low,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",33.97852905,63.06127837,72.97650908,6.56,64.15948511,Regosols,2.149947479
2020,Yala,Hambantota,Suwandel,Paddy Bug,9,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,31.48405533,149.2993929,70.44512804,6.6,61.74719597,Reddish Brown Earth,2.305992647
2020,Yala,Hambantota,BG 358,Paddy Bug,23.7,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,32.82779168,85.79959705,68.85617577,7.36,82.4950164,Regosols,2.087625092
2020,Yala,Hambantota,At 303,Paddy Bug,8.3,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,28.19627432,53.83630189,66.3800671,6.17,78.20863813,Reddish Brown Earth,3.040514561
2020,Yala,Hambantota,Bg 94-1,Rice Gall Midge,23.9,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,28.629627,98.88077298,65.92752743,7,72.56143526,Regosols,3.84471209
2020,Yala,Hambantota,Suwandel,Rice Leaf-folder,8.2,Low,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",28.87735677,78.85982556,75.18088965,7.28,68.60774391,Regosols,2.444761022
2020,Yala,Hambantota,BG 358,Rice Leaf-folder,17.6,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",33.79048985,55.33099272,70.42840613,7.69,78.75154854,Regosols,2.124845778
2020,Yala,Hambantota,Bg 94-1,Rice Leaf-folder,29.8,High,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",28.04466265,56.35419903,70.90448319,6.42,70.30973005,Reddish Brown Earth,3.262287578
2020,Yala,Hambantota,Bg 94-1,Sheath Blight,14.2,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",30.15064254,82.95002726,73.97606693,6.52,76.73116668,Reddish Brown Earth,3.75913478
2020,Yala,Hambantota,At 303,Sheath Blight,0,Low,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",32.02795407,82.83310824,72.55727775,7.46,66.1052569,Regosols,3.274590573
2020,Yala,Kurunegala,Suwandel,Brown Planthopper (BPH),0.3,Low,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",28.04784944,64.93623589,78.77316095,6.02,78.92034122,Reddish Brown Earth,2.451255027
2020,Yala,Kurunegala,BG 358,Paddy Bug,7.2,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,31.4832986,55.99870702,72.65050448,6.63,78.4109344,Reddish Brown Earth,2.915091807
2020,Yala,Kurunegala,Bg 94-1,Paddy Bug,7.7,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,29.31125336,65.22693434,71.00881979,5.83,60.3641923,Lateritic Soil,3.176286091
2020,Yala,Kurunegala,At 303,Paddy Bug,12.9,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,33.54530142,105.9996142,69.31089879,5.53,81.25843505,Lateritic Soil,3.953875852
2020,Yala,Kurunegala,Suwandel,Rice Gall Midge,4.5,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,33.12359275,141.7219637,79.35962367,6.27,72.67884755,Reddish Brown Earth,3.230051512
2020,Yala,Kurunegala,BG 358,Rice Gall Midge,8.6,Low,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,29.38951346,75.80203742,68.54433331,5.54,73.02448754,Lateritic Soil,3.482954998
2020,Yala,Kurunegala,Bg 94-1,Rice Gall Midge,18.6,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,28.23804363,57.80807033,71.1183129,5.98,69.36201775,Lateritic Soil,2.961905051
2020,Yala,Kurunegala,At 303,Rice Gall Midge,24.6,Moderate,Seedling - Early tillering,0-25,"Use resistant varieties, remove weeds; apply Carbofuran at planting if severe.",Use basal NPK and add Potash.,,,Weather data not available,Soil data not available,29.9081384,109.3119169,71.89281106,6.17,71.68754997,Reddish Brown Earth,3.904721065
2020,Yala,Kurunegala,Suwandel,Rice Leaf-folder,11.5,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",32.31704684,69.29410995,67.43418293,5.43,70.15997694,Lateritic Soil,2.650057287
2020,Yala,Kurunegala,BG 358,Rice Leaf-folder,14.1,Moderate,Tillering - Booting,20-55,"Encourage predators, use light traps; apply Chlorantraniliprole if high damage.",Standard NPK + Zinc.,"Folded leaves, scraped leaf tissues, white streaks, reduced photosynthesis.",Inspect leaves for folding; open folds to find larvae inside.,"Moderate rainfall, cloudy warm weather","Well-drained soil, high nitrogen increases impact",29.02718333,84.06179329,73.13843381,5.26,83.61718623,Lateritic Soil,3.020862889
2020,Yala,Kurunegala,Bg 94-1,Sheath Blight,26.4,High,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",33.69179819,57.81222975,65.93241334,5.14,67.4659907,Lateritic Soil,2.977593746
2020,Yala,Kurunegala,At 303,Sheath Blight,16.6,Moderate,Late tillering - Booting,30-55,"Improve air circulation, avoid dense planting; apply Hexaconazole or Validamycin.",Reduce nitrogen; apply Potash to strengthen plants.,"Oval lesions on leaf sheath, greyish-white patches, rapid spread during humid conditions.",Look for fungal lesions on lower sheath; check for spreading patches in humid fields.,"Very high humidity, dense canopy, continuous wetness","Poor drainage, high organic matter",30.84109437,142.1024337,73.62188915,6.27,68.49462885,Reddish Brown Earth,2.304053015
2020,Yala,Polonnaruwa,BG 358,Brown Planthopper (BPH),8.1,Low,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",31.18061765,106.4231213,78.00847633,6.55,80.6690513,Reddish Brown Earth,3.75393113
2020,Yala,Polonnaruwa,Bg 94-1,Brown Planthopper (BPH),11.2,Moderate,Tillering - Panicle initiation,20-50,"Use resistant varieties, proper spacing, avoid excess nitrogen; apply Buprofezin/Imidacloprid if needed.",Balanced NPK; reduce excess urea; add organic matter.,"Hopperburn patches, yellowing leaves, stunted growth, wilting.",Check base of the plant for clusters of hoppers; tap plant to see hoppers jump.,"High humidity, low rainfall, high temperature (28–32°C)","Waterlogged fields, excess nitrogen fertilizers",29.884786,91.14538482,75.11037125,6.71,76.754689,Alluvial Soil,3.714514978
2020,Yala,Polonnaruwa,Suwandel,Paddy Bug,16.2,Moderate,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,30.79820387,98.19267694,65.65589877,6.52,69.90107397,Alluvial Soil,3.374314557
2020,Yala,Polonnaruwa,Bg 94-1,Paddy Bug,6.4,Low,Flowering - Grain filling,60-90,"Use sweep nets, neem sprays, maintain clean bunds.",Balanced fertilizer; avoid excess nitrogen.,,,Weather data not available,Soil data not available,33.16036189,135.7925681,74.09160105,6.83,71.52828241,Reddish Brown Earth,2.204907054
